Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
"College of Design andEng",Architecture,AC5003,Urban Conservation and Regeneration,L - L1 - 3123,x,15,x,x,x
"College of Design andEng",Architecture,AC5004,Architectural Heritage Management,L - L1 - 3125,x,15,x,x,x
"College of Design andEng",Architecture,AC5005,"Conservation Policy Methodology forSustainable Development",L - L1 - 3130,x,15,x,x,x
"College of Design andEng",Architecture,AR1102,Design 2,D - D1 - 3134,150,x,x,x,x
"College of Design andEng",Architecture,AR1329,"Climate, Ecology & Architecture",L - L1 - 3238,152,x,x,x,x
"College of Design andEng",Architecture,AR2102,Design 4,D - D1 - 3276,148,x,x,2,x
"College of Design andEng",Architecture,AR2225,Reading Visual Images,L - L1 - 3422,10,x,x,8,x
"College of Design andEng",Architecture,AR2227,History & Theory of Architecture I,L - L1 - 11806,150,x,x,x,x
"College of Design andEng",Architecture,AR2524,Spatial Computational Thinking,L - L1 - 3426,370,x,x,x,x
"College of Design andEng",Architecture,AR3102,Design 6,D - D1 - 3434,132,x,x,8,x
"College of Design andEng",Architecture,AR3102A,"Design 6 (Landscape ArchitectureEmphasis)",D - D1 - 3480,20,x,x,x,x
Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
"College of Design andEng",Architecture,AR3151,Design - ISM,L - L1 - 3481,20,x,x,x,x
"College of Design andEng",Architecture,AR3411,Architecture Internship Programme,L - L1 - 13592,30,x,x,x,x
"College of Design andEng",Architecture,AR3411,Architecture Internship Programme,L - L2 - 13599,35,x,x,x,x
"College of Design andEng",Architecture,AR3721,"Building Environmental SystemModelling",L - L1 - 3486,142,x,x,8,x
"College of Design andEng",Architecture,AR3722,Sustainable Environmental System,L - L1 - 11775,35,x,x,x,x
"College of Design andEng",Architecture,AR5011,Research Methodology,L - L1 - 3497,x,18,x,x,x
"College of Design andEng",Architecture,AR5011,Research Methodology,L - L2 - 3500,x,18,x,x,x
"College of Design andEng",Architecture,AR5011,Research Methodology,L - L3 - 3502,x,18,x,x,x
"College of Design andEng",Architecture,AR5011,Research Methodology,L - L4 - 3504,x,18,x,x,x
"College of Design andEng",Architecture,AR5221,CONTEMPORARY THEORIES,L - L1 - 3505,x,142,x,8,x
"College of Design andEng",Architecture,AR5321,Advanced Architectural Integration,L - L1 - 13530,x,25,x,x,x
"College of Design andEng",Architecture,AR5423,Architectural Practice,L - L1 - 3515,x,130,x,x,x
"College of Design andEng",Architecture,AR5601,Urban Design Theory and Praxis,L - L1 - 3523,x,150,x,x,x
"College of Design andEng",Architecture,AR5802,Options Design Research Studio 2,D - D1 - 3542,x,109,x,11,x
College of Design and,Architecture,AR5804,Architectural & Technology Design 2,D - D1 - 3589,x,120,x,x,x
Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
Eng,,,,,,,,,
"College of Design andEng",Architecture,AR5804,Architectural & Technology Design 2,D - DT1 - 3592,x,15,x,x,x
"College of Design andEng",Architecture,AR5808,Final Design Project,D - D1 - 3868,x,150,x,x,x
"College of Design andEng",Architecture,AR5954,Topics in Landscape Architecture,E - E1 - 4240,x,30,x,x,x
"College of Design andEng",Architecture,AR5954C,Topics in Landscape Architecture,L - L1 - 4242,x,25,x,x,x
"College of Design andEng",Architecture,AR5955B,Topics in Research by Design 2,L - L1 - 12272,x,20,x,x,x
"College of Design andEng",Architecture,AR5955C,Topics in Research by Design 3,L - L1 - 12281,x,20,x,x,x
"College of Design andEng",Architecture,AR5955D,Topics in Research by Design 4,L - L1 - 13333,x,25,x,x,x
"College of Design andEng",Architecture,AR5957H,"Topics in History and Theory ofArchitecture 8",L - L1 - 12271,x,23,x,x,x
"College of Design andEng",Architecture,AR5957I,"Topics in History and Theory ofArchitecture 9",L - L1 - 12273,x,20,x,x,x
"College of Design andEng",Architecture,AR5957J,"Topics in History and Theory ofArchitecture 10",L - L1 - 12274,x,20,x,x,x
"College of Design andEng",Architecture,AR5957K,"Topics in History and Theory ofArchitecture 11",L - L1 - 12275,x,20,x,x,x
"College of Design andEng",Architecture,AR5958G,Topics in Urbanism 7,L - L1 - 12276,x,20,x,x,x
